Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Lot Config,Neighborhood,House Style,Overall Qual,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice,Age Sold,TotBath Bsmt,TotBath AbvGr
2332,60,RL,63.0,12292,IR1,CulDSac,StoneBr,2Story,9,2006,Hip,VinylSd,VinylSd,BrkFace,184.0,Gd,PConc,Ex,Gd,GLQ,205.0,Ex,1102,1371,2473,4,1,Gd,11,1,Gd,BuiltIn,2006.0,Fin,3.0,675.0,246,39,356383,0,0.0,3
826,20,RL,122.0,11923,IR1,Corner,CollgCr,1Story,9,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,No,Unf,0.0,Ex,1800,0,1800,2,1,Ex,7,0,0,Attchd,2007.0,Fin,2.0,702.0,288,136,239000,2,0.0,2
1108,60,RL,91.0,10010,Reg,Inside,NoRidge,2Story,7,1994,Hip,VinylSd,VinylSd,BrkFace,320.0,Gd,PConc,Gd,Av,BLQ,228.0,Ex,1108,1089,2197,4,1,Gd,9,1,Gd,Attchd,1993.0,Fin,3.0,783.0,385,99,287500,15,1.0,3
2041,50,RM,69.05520046484602,12358,IR1,Inside,OldTown,1.5Fin,5,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,360.0,TA,854,0,1382,2,1,TA,7,0,0,Detchd,1991.0,Unf,2.0,660.0,237,0,128500,66,0.0,2
57,60,RL,63.0,8577,IR1,Inside,Gilbert,2Story,7,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,847,886,1733,3,1,Gd,7,1,Gd,BuiltIn,2004.0,Fin,2.0,433.0,144,48,185088,6,0.0,3
520,20,FV,72.0,8640,Reg,Inside,Somerst,1Story,7,2008,Hip,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,1402,0,1402,3,1,Gd,7,0,0,Attchd,2008.0,RFn,2.0,625.0,205,126,229800,1,0.0,2
2305,20,RL,62.0,10447,Reg,Inside,Mitchel,1Story,5,1984,Gable,Plywood,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,516.0,TA,887,0,887,3,1,TA,5,0,0,Attchd,1984.0,RFn,1.0,288.0,140,0,124500,23,1.0,1
2533,20,RL,80.0,9600,Reg,Corner,NAmes,1Story,5,1968,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,758.0,Gd,1051,0,1051,3,1,TA,6,0,0,Attchd,1968.0,RFn,2.0,504.0,0,0,142000,38,1.0,1
2852,70,RL,69.0,4899,Reg,Corner,SWISU,2Story,6,1950,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,BLQ,305.0,Ex,755,755,1510,3,1,TA,6,0,0,Detchd,1920.0,Unf,1.0,216.0,0,0,149000,86,0.0,1
1198,90,RL,87.0,9246,IR1,Inside,NWAmes,1Story,5,1973,Gable,Plywood,Plywood,BrkFace,564.0,TA,CBlock,TA,No,Unf,0.0,TA,1656,0,1656,4,2,TA,8,0,0,Detchd,1973.0,Unf,2.0,506.0,0,211,135000,35,0.0,2
1681,120,RL,69.05520046484602,4928,IR1,Inside,NPkVill,1Story,6,1976,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,No,ALQ,120.0,TA,958,0,958,2,1,TA,5,1,TA,Attchd,1977.0,RFn,2.0,440.0,0,205,128000,31,0.0,2
1773,20,RL,69.05520046484602,12692,IR1,Inside,NoRidge,1Story,8,1993,Hip,BrkFace,BrkFace,None,0.0,Gd,PConc,Gd,No,GLQ,1231.0,Ex,3228,0,3228,4,1,Gd,10,1,Gd,Attchd,1992.0,RFn,2.0,546.0,264,75,430000,15,1.0,3
1825,20,RL,84.0,7476,Reg,Corner,Sawyer,1Story,5,1968,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Rec,812.0,TA,1040,0,1040,3,1,TA,5,0,0,Detchd,1991.0,Fin,2.0,686.0,188,0,145000,39,1.0,2
2208,50,RL,53.0,5362,Reg,Corner,Crawfor,1.5Fin,5,2003,Gable,Wd Sdng,Wd Shng,None,0.0,TA,PConc,TA,No,Unf,0.0,Ex,661,589,1250,3,1,TA,8,1,Gd,Detchd,1985.0,Unf,2.0,552.0,242,0,139000,97,0.0,2
1646,80,RL,78.0,12090,Reg,Inside,NWAmes,SLvl,6,2003,Hip,VinylSd,VinylSd,BrkFace,74.0,TA,CBlock,Gd,No,Unf,0.0,Ex,1140,728,1868,3,1,TA,7,1,TA,BuiltIn,1984.0,Fin,2.0,477.0,268,112,178000,23,0.0,4
1060,60,RL,96.0,12539,Reg,Inside,NridgHt,2Story,10,2006,Hip,CemntBd,CmentBd,BrkFace,468.0,Ex,PConc,Ex,Gd,GLQ,1082.0,Ex,1632,1158,2790,4,1,Ex,10,1,Ex,BuiltIn,2005.0,Fin,4.0,1150.0,30,200,460000,3,1.0,3
748,75,RL,69.05520046484602,11888,IR1,Inside,BrkSide,2.5Unf,6,1994,Gable,Wd Sdng,Wd Shng,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Gd,1445,689,2134,5,1,Gd,10,0,0,Detchd,1930.0,Unf,2.0,441.0,0,60,214500,93,0.0,2
493,60,RL,69.05520046484602,8755,IR1,FR2,Gilbert,2Story,7,1999,Gable,VinylSd,VinylSd,BrkFace,298.0,Gd,PConc,Gd,No,ALQ,772.0,Ex,1022,1038,2060,3,1,Gd,8,1,TA,BuiltIn,1999.0,RFn,2.0,390.0,0,0,214000,10,1.0,3
694,50,RM,68.0,4080,Reg,Inside,OldTown,1.5Fin,6,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0.0,Gd,861,517,1378,3,1,Gd,6,0,0,Detchd,1920.0,Unf,1.0,162.0,54,0,128900,74,0.0,1
2283,190,RL,69.05520046484602,32463,Reg,Inside,Mitchel,1Story,4,1975,Gable,MetalSd,MetalSd,Stone,149.0,TA,CBlock,TA,Av,BLQ,1159.0,Ex,1622,0,1622,3,1,TA,7,1,TA,2Types,1975.0,Fin,4.0,1356.0,439,0,168000,46,1.0,1
1632,120,RL,69.05520046484602,3696,Reg,Inside,StoneBr,1Story,8,1986,Gable,HdBoard,HdBoard,None,0.0,Gd,CBlock,Gd,No,Unf,0.0,Ex,1088,0,1088,2,1,Gd,5,0,0,Attchd,1987.0,RFn,2.0,461.0,0,74,170000,21,0.0,2
2624,20,RL,70.0,7560,Reg,Inside,NAmes,1Story,5,1959,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,LwQ,369.0,TA,1040,0,1040,3,1,TA,6,0,0,Attchd,1959.0,RFn,1.0,286.0,140,0,133700,47,0.0,1
2197,70,RL,55.0,10592,Reg,Inside,Crawfor,2Story,6,1996,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0.0,TA,900,602,1502,3,1,Gd,7,2,TA,Detchd,1923.0,Unf,1.0,180.0,96,0,165000,84,0.0,2
1045,160,RM,21.0,1680,Reg,Inside,BrDale,2Story,6,1971,Gable,HdBoard,HdBoard,BrkFace,604.0,TA,CBlock,TA,No,ALQ,358.0,TA,483,504,987,2,1,TA,5,0,0,Detchd,1971.0,Unf,1.0,264.0,0,0,89500,37,0.0,2
2549,190,RL,75.0,10382,Reg,Inside,NAmes,SLvl,6,1958,Hip,HdBoard,HdBoard,BrkFace,105.0,TA,CBlock,TA,Gd,ALQ,513.0,TA,1095,0,1095,2,1,TA,6,0,0,Attchd,1958.0,RFn,1.0,264.0,0,0,140000,48,1.0,1
2829,160,RM,24.0,2522,Reg,Inside,Edwards,2Story,7,2004,Gable,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,No,Unf,0.0,Ex,970,739,1709,3,1,Gd,7,0,0,Detchd,2004.0,Unf,2.0,380.0,0,40,134000,2,0.0,2
2480,60,RL,70.0,9370,IR2,Inside,SawyerW,2Story,6,1993,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,No,ALQ,758.0,Ex,844,887,1731,3,1,Gd,7,0,0,Attchd,1992.0,RFn,2.0,462.0,307,85,248500,14,1.0,3
2724,80,RL,69.05520046484602,10246,IR1,CulDSac,Sawyer,SLvl,4,2001,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,Av,GLQ,648.0,Ex,960,0,960,0,1,TA,3,0,0,Attchd,1965.0,Unf,1.0,364.0,88,0,145000,41,2.0,0
2352,60,RL,85.0,11475,Reg,Inside,NWAmes,2Story,6,1975,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,Gd,No,ALQ,550.0,TA,811,741,1552,3,1,TA,6,1,TA,Attchd,1975.0,RFn,2.0,434.0,209,208,179900,31,1.0,3
1783,20,RL,75.0,9986,Reg,Inside,Somerst,1Story,8,2007,Gable,VinylSd,VinylSd,BrkFace,428.0,Gd,PConc,Ex,Av,Unf,0.0,Ex,1795,0,1795,2,1,Gd,7,1,Gd,Attchd,2007.0,RFn,3.0,895.0,0,49,147000,1,0.0,2
338,60,RL,63.0,10475,Reg,Inside,Mitchel,2Story,5,1991,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,No,Rec,458.0,Gd,624,650,1274,3,1,TA,6,0,0,Detchd,1993.0,Unf,2.0,576.0,22,0,136000,19,0.0,2
196,50,RM,50.0,6000,Reg,Inside,BrkSide,1.5Fin,6,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,LwQ,264.0,Ex,848,348,1196,3,1,TA,6,2,Gd,Detchd,1973.0,Unf,2.0,576.0,0,0,128000,70,1.0,2
762,20,RL,50.0,4280,IR1,Inside,Sawyer,1Story,4,2001,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,Fa,No,Unf,0.0,Ex,704,0,704,2,1,Fa,4,0,0,CarPort,1946.0,Unf,1.0,220.0,0,0,88750,63,1.0,1
151,20,RL,119.0,10895,Reg,Corner,NAmes,1Story,5,1955,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,648.0,TA,972,0,972,3,1,TA,5,0,0,Attchd,1955.0,Unf,1.0,305.0,0,0,122500,55,0.0,1
158,50,RL,78.0,17503,Reg,Inside,NAmes,1.5Fin,6,1950,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0.0,TA,912,546,1458,3,1,TA,6,1,Gd,Attchd,1948.0,Unf,1.0,330.0,192,0,97500,62,1.0,1
2572,20,RL,109.0,9723,IR1,Corner,NAmes,1Story,6,1963,Hip,MetalSd,MetalSd,BrkFace,332.0,TA,CBlock,TA,No,Unf,0.0,TA,1008,0,1008,2,1,TA,5,0,0,Attchd,1963.0,RFn,2.0,430.0,0,0,135000,43,0.0,1
1686,20,RL,90.0,11694,Reg,Inside,NridgHt,1Story,9,2007,Hip,CemntBd,CmentBd,BrkFace,452.0,Ex,PConc,Ex,Av,GLQ,48.0,Ex,1828,0,1828,3,1,Gd,9,1,Gd,Attchd,2007.0,Unf,3.0,774.0,0,108,314813,0,0.0,2
735,50,RM,50.0,6000,Reg,Inside,BrkSide,1.5Fin,6,2000,Gable,MetalSd,MetalSd,None,0.0,Gd,BrkTil,TA,No,Unf,0.0,TA,786,390,1176,2,1,TA,4,0,0,Detchd,1999.0,Unf,2.0,624.0,210,0,134900,72,0.0,1
2741,20,RL,70.0,10519,Reg,Inside,Edwards,1Story,5,1999,Hip,MetalSd,MetalSd,Stone,164.0,TA,CBlock,TA,Mn,Unf,0.0,Gd,1057,0,1057,3,1,Gd,6,0,0,Attchd,1955.0,Unf,1.0,288.0,0,0,137000,51,1.0,1
1106,20,RL,91.0,10437,IR1,Inside,NoRidge,1Story,8,1995,Hip,MetalSd,MetalSd,BrkFace,660.0,Gd,PConc,Gd,Gd,GLQ,1696.0,Ex,2113,0,2113,2,1,Gd,7,1,TA,Attchd,1995.0,Fin,3.0,839.0,236,46,350000,13,1.0,3
2375,20,RL,65.0,7514,Reg,Inside,NAmes,1Story,5,1975,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Mn,ALQ,373.0,TA,1387,0,1387,3,1,TA,6,1,TA,Attchd,1974.0,RFn,1.0,300.0,0,0,145000,39,1.0,1
1701,60,RL,118.0,13654,IR1,CulDSac,NridgHt,2Story,9,2006,Gable,MetalSd,MetalSd,BrkFace,365.0,Gd,PConc,Ex,Gd,Unf,0.0,Ex,1722,1036,2758,4,1,Ex,9,1,Ex,BuiltIn,2005.0,Fin,3.0,814.0,282,55,418000,2,0.0,3
2657,30,RM,48.0,5747,Reg,Inside,OldTown,1Story,3,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0.0,Gd,840,0,840,2,1,Fa,5,0,0,Detchd,1938.0,Unf,1.0,250.0,112,0,64000,86,0.0,1
907,50,RH,55.0,4500,IR2,Inside,SWISU,1.5Fin,5,2000,Gable,VinylSd,Stucco,None,0.0,TA,BrkTil,TA,No,Rec,182.0,Ex,848,672,1520,3,1,TA,6,0,0,Detchd,1968.0,Unf,1.0,281.0,0,0,159434,77,0.0,1
1777,20,RL,91.0,11830,Reg,Inside,Somerst,1Story,8,2007,Gable,VinylSd,VinylSd,BrkFace,164.0,Gd,PConc,Gd,No,GLQ,1220.0,Ex,1542,0,1542,3,1,Gd,6,1,Gd,Attchd,2007.0,Unf,3.0,852.0,168,110,260261,0,1.0,2
164,50,RL,71.0,8520,Reg,Corner,NAmes,1.5Fin,5,1952,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,507.0,Fa,910,475,1385,4,1,TA,6,0,0,Detchd,2000.0,Unf,2.0,720.0,0,0,166000,58,0.0,2
1973,85,RL,66.0,6760,Reg,Inside,NAmes,SFoyer,5,1962,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,ALQ,734.0,TA,936,0,936,3,1,TA,6,1,Po,Attchd,1962.0,RFn,1.0,288.0,24,90,130000,45,1.0,1
2857,50,RL,51.0,6191,Reg,Corner,SWISU,1.5Fin,5,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,Fa,No,LwQ,384.0,TA,824,464,1288,4,1,TA,6,0,0,Detchd,1941.0,Unf,1.0,240.0,0,0,112000,65,0.0,1
1208,20,RL,80.0,8700,Reg,Inside,NAmes,1Story,5,1963,Hip,MetalSd,MetalSd,BrkFace,148.0,TA,CBlock,TA,Mn,ALQ,776.0,Gd,1128,0,1128,3,1,TA,6,0,0,Attchd,1963.0,RFn,2.0,525.0,192,20,155000,45,1.0,2
319,60,RL,92.0,12003,Reg,Corner,Timber,2Story,8,2010,Gable,VinylSd,VinylSd,BrkFace,84.0,Gd,PConc,Ex,No,Unf,0.0,Ex,774,1194,1968,4,1,Ex,8,1,Gd,BuiltIn,2009.0,Fin,3.0,680.0,0,75,269500,1,0.0,3
2567,80,RL,69.05520046484602,12700,IR1,Inside,NAmes,SLvl,6,1964,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,939.0,TA,1246,0,1246,3,1,TA,6,2,Gd,Attchd,1964.0,RFn,2.0,441.0,0,69,172000,42,1.0,1
2222,70,RL,75.0,13125,Reg,Inside,Crawfor,2Story,7,1984,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,410.0,TA,960,780,1740,3,1,TA,6,2,Gd,Attchd,1940.0,Unf,1.0,240.0,0,0,219500,67,0.0,2
2493,20,RL,69.05520046484602,8638,IR1,Inside,Sawyer,1Story,5,1963,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,TA,No,ALQ,181.0,Gd,925,0,925,2,1,TA,5,0,0,Detchd,1990.0,Unf,2.0,484.0,203,74,133500,43,1.0,1
1757,80,RL,76.0,9967,IR1,Inside,Gilbert,SLvl,7,2000,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0.0,Ex,774,656,1430,3,1,TA,8,1,TA,BuiltIn,2000.0,RFn,2.0,400.0,100,0,170000,7,0.0,3
184,70,RM,60.0,9600,Reg,Corner,OldTown,2Story,8,2003,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,No,Unf,0.0,TA,930,636,1566,3,1,Gd,7,0,0,Detchd,1930.0,Unf,1.0,288.0,54,228,150000,110,0.0,2
1248,20,RL,69.05520046484602,12774,Reg,Inside,NAmes,1Story,5,1953,Hip,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,BLQ,624.0,TA,950,0,950,2,1,TA,5,0,0,Detchd,1953.0,Unf,2.0,400.0,0,32,130000,55,0.0,1
2574,80,RL,70.0,8163,Reg,Inside,NAmes,SLvl,5,1959,Gable,HdBoard,HdBoard,BrkFace,128.0,TA,CBlock,TA,Av,ALQ,748.0,TA,1144,0,1144,3,1,TA,6,1,TA,Attchd,1959.0,RFn,1.0,796.0,86,0,143000,47,1.0,1
1215,20,RL,90.0,9900,Reg,Corner,NAmes,1Story,5,1961,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,Unf,0.0,TA,1114,0,1114,3,1,TA,5,0,0,Attchd,1961.0,RFn,2.0,451.0,0,0,140000,47,1.0,1
1614,20,RL,95.0,13651,IR1,Inside,NAmes,1Story,7,1973,Gable,Plywood,Plywood,BrkFace,1115.0,TA,CBlock,Gd,Gd,ALQ,1880.0,Ex,2223,0,2223,3,1,TA,8,2,Gd,Attchd,1973.0,Fin,2.0,516.0,300,0,244000,34,1.0,2
2039,75,RM,60.0,7200,Reg,Inside,IDOTRR,2.5Unf,5,1996,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,TA,581,530,1111,3,1,Fa,6,0,0,Detchd,1935.0,Unf,1.0,288.0,0,0,101000,87,0.0,1
2669,20,RM,65.0,9750,Reg,Inside,OldTown,1Story,5,1958,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0.0,Ex,960,0,960,3,1,TA,5,0,0,Detchd,2002.0,Unf,2.0,624.0,0,0,125000,48,0.0,1
1005,60,RL,73.0,11184,IR1,Corner,Gilbert,2Story,6,1998,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0.0,Gd,932,701,1633,3,1,TA,7,1,TA,Attchd,1998.0,Fin,2.0,460.0,0,39,183000,10,0.0,3
1275,45,RL,64.0,6390,Reg,Corner,NAmes,1.5Unf,6,1954,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0.0,TA,984,0,984,2,1,TA,4,0,0,Detchd,1954.0,Unf,1.0,280.0,0,0,112500,54,1.0,1
2350,20,RL,79.0,10240,Reg,Inside,NWAmes,1Story,6,1980,Gable,Plywood,Plywood,BrkFace,157.0,TA,CBlock,Gd,No,BLQ,625.0,TA,1686,0,1686,3,1,TA,7,1,TA,Attchd,1980.0,Unf,2.0,612.0,384,131,207500,26,1.0,2
2762,20,RL,78.0,9316,Reg,Inside,CollgCr,1Story,7,2005,Gable,VinylSd,VinylSd,BrkFace,140.0,Gd,PConc,Gd,Gd,GLQ,56.0,Ex,1614,0,1614,3,1,Gd,7,1,Gd,Attchd,2005.0,Fin,2.0,576.0,100,45,225000,1,0.0,2
2788,20,RL,60.0,7200,Reg,Inside,CollgCr,1Story,5,1972,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,437.0,Ex,864,0,864,3,1,TA,5,0,0,Detchd,1977.0,Unf,1.0,297.0,0,0,119900,34,0.0,1
2384,20,RL,108.0,12228,Reg,Corner,NridgHt,1Story,7,2006,Hip,VinylSd,VinylSd,Stone,206.0,Gd,PConc,Ex,No,Unf,0.0,Ex,1740,0,1740,4,1,Gd,8,0,0,Attchd,2006.0,RFn,3.0,874.0,0,43,293000,0,0.0,2
2716,20,RL,78.0,10335,IR1,Inside,Sawyer,1Story,5,1993,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,Rec,570.0,Gd,1721,0,1721,3,1,TA,7,1,TA,Attchd,1968.0,RFn,2.0,440.0,0,96,180000,38,0.0,3
313,80,RL,69.05520046484602,12328,IR1,Inside,Mitchel,SLvl,6,1976,Gable,HdBoard,HdBoard,BrkFace,335.0,TA,CBlock,TA,Av,GLQ,539.0,TA,1034,0,1034,3,1,TA,6,0,0,Attchd,1976.0,Unf,3.0,888.0,0,0,169900,34,1.0,1
81,20,RL,81.0,9672,Reg,Corner,SawyerW,1Story,6,1985,Hip,HdBoard,Plywood,None,0.0,TA,PConc,Gd,No,GLQ,338.0,TA,1097,0,1097,3,1,TA,6,0,0,Attchd,1986.0,Unf,2.0,480.0,0,0,152000,26,0.0,2
2389,60,RL,120.0,13975,IR1,Corner,NridgHt,2Story,9,2006,Hip,VinylSd,VinylSd,BrkFace,525.0,Gd,PConc,Gd,Av,Unf,0.0,Ex,1117,1089,2206,4,1,Ex,10,1,Gd,BuiltIn,2005.0,Fin,3.0,670.0,148,95,300000,1,0.0,3
280,80,RL,94.0,7819,Reg,Inside,Edwards,SLvl,6,1976,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,Av,ALQ,422.0,TA,1117,0,1117,3,1,TA,6,1,TA,Detchd,1976.0,Unf,2.0,672.0,144,0,107000,34,1.0,1
190,190,RM,60.0,11340,Reg,Inside,OldTown,2Story,4,1950,Gable,VinylSd,AsbShng,None,0.0,TA,PConc,TA,No,Unf,0.0,Gd,1246,1044,2290,4,2,TA,11,0,0,Detchd,1971.0,Unf,2.0,560.0,0,0,122500,125,0.0,2
2371,160,RM,21.0,1680,Reg,Inside,BrDale,2Story,6,1972,Gable,HdBoard,HdBoard,BrkFace,504.0,TA,CBlock,TA,No,ALQ,276.0,TA,483,465,948,2,1,TA,5,0,0,Detchd,1972.0,Unf,1.0,264.0,0,0,89000,34,0.0,2
213,50,RL,65.0,6001,IR1,Inside,SWISU,1.5Fin,6,1950,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,Fa,No,LwQ,368.0,Ex,600,319,919,3,1,TA,5,0,0,Detchd,1940.0,Unf,1.0,231.0,0,0,95000,70,0.0,1
1864,20,RL,78.0,11700,Reg,Inside,NWAmes,1Story,6,1968,Gable,MetalSd,MetalSd,BrkFace,41.0,TA,CBlock,TA,No,Unf,0.0,Ex,1152,0,1152,3,1,TA,7,0,0,Attchd,1968.0,RFn,2.0,412.0,0,126,143450,39,1.0,2
37,60,RL,102.0,12858,IR1,Inside,NridgHt,2Story,9,2010,Gable,VinylSd,VinylSd,Stone,162.0,Ex,PConc,Ex,No,Unf,0.0,Ex,1627,707,2334,3,1,Ex,10,1,Gd,Attchd,2009.0,Fin,3.0,751.0,144,133,376162,1,0.0,3
146,20,RL,73.0,9300,Reg,Inside,NAmes,1Story,5,1960,Gable,MetalSd,HdBoard,BrkFace,324.0,TA,CBlock,TA,No,Rec,697.0,TA,1264,0,1264,3,1,TA,6,2,Gd,Attchd,1960.0,Unf,2.0,461.0,0,0,167500,50,1.0,1
809,90,RL,64.0,7018,Reg,Inside,SawyerW,SFoyer,5,1979,Gable,Plywood,Plywood,Stone,275.0,TA,CBlock,Gd,Av,GLQ,1086.0,TA,1224,0,1224,2,2,TA,6,2,TA,Detchd,1979.0,Unf,2.0,528.0,120,0,153337,30,2.0,2
767,70,RH,54.0,6629,Reg,Inside,Edwards,2Story,6,1950,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,BLQ,551.0,TA,697,672,1369,3,1,TA,6,0,0,Detchd,1930.0,Unf,1.0,300.0,147,0,103600,84,1.0,2
262,20,RL,75.0,10650,Reg,Corner,CollgCr,1Story,5,1976,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,LwQ,182.0,TA,894,0,894,3,1,TA,5,0,0,Attchd,1976.0,Unf,1.0,308.0,365,0,128200,34,1.0,1
101,160,FV,69.05520046484602,2117,Reg,Inside,Somerst,2Story,6,2000,Gable,MetalSd,MetalSd,BrkFace,216.0,Gd,PConc,Gd,No,GLQ,378.0,Ex,769,804,1573,3,1,Gd,5,0,0,Detchd,2000.0,Unf,2.0,440.0,0,32,177500,10,0.0,3
48,60,RL,105.0,13650,Reg,Corner,NridgHt,2Story,8,2002,Gable,VinylSd,VinylSd,BrkFace,232.0,Gd,PConc,Gd,Gd,GLQ,578.0,Ex,1687,563,2250,3,1,Gd,7,1,Ex,Attchd,2002.0,Fin,3.0,756.0,238,130,320000,8,1.0,3
489,60,RL,42.0,8433,IR1,Inside,Gilbert,2Story,6,2000,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,683.0,Ex,819,695,1514,3,1,TA,7,1,TA,Attchd,2000.0,Fin,2.0,394.0,0,72,190000,9,1.0,3
707,190,RM,50.0,6000,Reg,Inside,OldTown,1.5Fin,5,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0.0,TA,811,576,1387,3,2,Gd,7,0,0,BuiltIn,1954.0,Unf,1.0,256.0,0,0,93000,55,0.0,2
1556,70,C (all),50.0,8500,Reg,Inside,IDOTRR,2Story,4,1950,Gambrel,BrkFace,BrkFace,None,0.0,TA,BrkTil,TA,No,Unf,0.0,TA,649,668,1317,3,1,TA,6,0,0,Detchd,1920.0,Unf,1.0,250.0,0,54,40000,88,0.0,1
308,30,C (all),66.0,8712,Reg,Corner,IDOTRR,1Story,4,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,CBlock,TA,No,Unf,0.0,Gd,952,0,952,3,1,TA,5,0,0,Detchd,1896.0,RFn,1.0,330.0,0,0,50138,114,0.0,1
2176,20,RL,69.05520046484602,7917,IR1,Corner,Edwards,1Story,6,1976,Hip,HdBoard,HdBoard,BrkFace,174.0,TA,CBlock,TA,No,BLQ,751.0,TA,1113,0,1113,3,1,TA,6,1,Fa,Attchd,1987.0,RFn,1.0,504.0,370,30,148000,31,1.0,2
1549,30,RM,71.0,6900,Reg,Inside,IDOTRR,1Story,5,1955,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,403.0,Ex,778,0,778,2,1,TA,4,1,Gd,Detchd,1966.0,Fin,1.0,924.0,0,25,120500,68,0.0,1
909,50,RL,60.0,9900,Reg,Inside,SWISU,1.5Fin,6,1950,Gable,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,TA,944,545,1489,3,1,TA,7,1,Gd,Detchd,1940.0,Unf,1.0,240.0,335,0,139500,69,0.0,2
892,20,RL,86.0,13286,IR1,Inside,Edwards,1Story,9,2008,Hip,CemntBd,CmentBd,Stone,340.0,Ex,PConc,Ex,No,GLQ,1234.0,Ex,1698,0,1698,3,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3.0,768.0,327,64,320000,2,1.0,2
2045,70,RL,107.0,12888,Reg,Inside,Sawyer,2Story,7,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,ALQ,288.0,TA,1262,1005,2267,3,1,TA,7,2,Gd,Attchd,1937.0,Fin,2.0,498.0,521,0,219000,70,1.0,2
